Extrspeed_2,Extrtemp_2,Extrtempbarr_2_1,Extrtempbarr_2_2,Extrpressure_2_1,Extrpressure_2_2,Extrtempstock_2,PLCtime
0,60.00981,49.99346,60.01999,5.642361,0,76.5,
0,59.9783,49.99109,59.99634,5.631511,0,76.5,
0,60.00839,50.01204,60.0106,5.609809,0,76.5,
0,59.98219,50.00325,60.01202,5.609809,0,76.5,
0,59.9916,49.97941,59.99821,5.584491,0,76.4,
0,60.02472,49.99327,60.00986,5.57364,0,76.4,
0,60.02165,50.01035,60.00485,5.566406,0,76.4,
0,60.01954,49.99348,59.99393,5.562789,0,76.4,
0,59.96784,49.98855,60.0133,5.541088,0,76.4,
0,59.99,50.00878,60.01913,5.537471,0,76.3,
0,60.0078,50.00487,59.97769,5.537471,0,76.3,
0,60.02377,49.99514,60.00215,5.551939,0,76.3,
0,60.02592,50.00014,59.97847,5.537471,0,76.3,
0,60.00513,49.98638,59.99541,5.52662,0,76.2,
0,60.01087,50.00706,60.0051,5.519387,0,76.2,
0,60.0112,49.99492,59.98795,5.501302,0,76.2,
0,60.00901,50.0108,60.00925,5.501302,0,76.2,
0,59.9542,49.99127,60.00351,5.508536,0,76.1,
0,59.955,49.99924,60.02105,5.52662,0,76.1,
0,60.01715,50.01916,60.00389,5.523004,0,76.1,
0,60.01532,50.00116,60.00069,5.501302,0,76,
0,59.94579,49.99519,60.01523,5.501302,0,76,
0,60.01517,50.00263,59.98709,5.497685,0,76,
0,60.03673,50.0006,60.00774,5.490451,0,75.9,
0,59.9893,50.00379,59.9984,5.4796,0,75.9,
0,59.98207,50.00464,59.99715,5.46875,0,75.9,
0,60.00225,50.01815,60.01756,5.450665,0,75.8,
0,60.06746,49.98464,59.98985,5.428964,0,75.8,
0,59.98203,50.00423,60.00573,5.41088,0,75.7,
0,59.96413,50.00522,59.98859,5.389178,0,75.7,
0,60.02913,49.99555,59.99957,5.360243,0,75.6,
0,60.0429,49.99816,60.00162,5.31684,0,75.5,
0,59.97672,50.00716,60.02955,5.273438,0,75.4,
0,59.99137,50.00045,59.99339,5.215567,0,75.6,
0,60.01567,50.00659,60.00921,5.201099,0,75.9,
0,60.01719,49.99941,60.02942,5.208333,0,74.2,
0,60.00617,50.01307,59.98544,5.222801,0,74.4,
0,60.00818,49.99495,59.9974,5.226418,0,74.4,
0,60.04317,50.01708,59.99027,5.226418,0,74.3,
0,60.00037,49.99765,59.98852,5.222801,0,74.4,
0,59.97305,50.00107,59.99358,5.222801,0,74.5,
0,59.99631,49.99801,59.99408,5.219184,0,74.4,
0,60.02518,49.99208,59.9833,5.222801,0,74.4,
0,59.99657,50.01152,59.98554,5.222801,0,74.4,
0,60.0108,50.00329,60.0001,5.226418,0,74.3,
0,60.00195,49.99795,59.99115,5.226418,0,74.3,
0,60.01713,49.99392,59.99896,5.226418,0,74.3,
0,59.96062,50.01722,60.00307,5.226418,0,74.3,
0,59.98075,50.00812,60.00123,5.230035,0,74.3,
0,60.02116,50.00079,59.99008,5.237268,0,74.5,
0,59.99485,50.00795,60.00338,5.237268,0,74.3,
0,59.98422,49.98137,59.98742,5.237268,0,74.4,
0,60.03059,49.99624,59.99928,5.237268,0,74.3,
0,59.9966,50.01181,59.99923,5.237268,0,74.3,
0,59.9529,50.00293,59.9657,5.240886,0,74.3,
0,60.00077,50.00794,60.01874,5.230035,0,74.5,
0,60.04385,49.99138,59.98893,5.222801,0,74.4,
0,59.94329,49.98936,60.00963,5.233652,0,74.5,
0,59.97321,50.00978,59.99237,5.237268,0,74.4,
0,60.0346,49.9971,59.98196,5.240886,0,74.5,
0,60.0264,50.00811,60.01146,5.240886,0,74.4,
0,59.97693,49.97852,59.98716,5.237268,0,74.4,
0,60.00307,50.01762,59.9776,5.237268,0,74.4,
0,60.02671,50.00042,60.02033,5.226418,0,74.4,
0,60.01685,50.00629,60.00162,5.226418,0,74.4,
0,59.98676,50.01131,60.00585,5.230035,0,74.5,
0,59.99725,49.99662,59.9902,5.233652,0,74.5,
0,60.02549,50.00142,60.01582,5.237268,0,74.5,
0,59.98162,50.00803,59.99749,5.240886,0,74.4,
0,59.96688,50.00017,60.00547,5.237268,0,74.5,
0,60.00149,50.00515,59.98103,5.233652,0,74.4,
0,59.99263,50.00608,60.00847,5.230035,0,74.3,
0,59.96382,50.00153,59.99855,5.215567,0,74.4,
0,60.04599,50.00637,60.0009,5.219184,0,74.4,
0,60.01705,49.99777,60.0108,5.222801,0,74.4,
0,59.94753,50.00753,60.02361,5.219184,0,74.3,
0,59.965,50.00444,60.0116,5.230035,0,74.4,
0,60.04493,50.00746,59.97895,5.233652,0,74.3,
0,60.01015,49.98606,59.99412,5.222801,0,74.4,
0,59.94394,49.99745,59.97987,5.219184,0,74.4,
0,59.98212,50.01641,59.99254,5.215567,0,74.4,
0,60.05833,50.01014,59.9842,5.219184,0,74.3,
0,59.99291,49.98392,60.00145,5.226418,0,74.2,
0,59.92471,50.01364,59.98732,5.222801,0,74.6,
0,60.03532,49.99818,60.02835,5.222801,0,74.4,
0,60.03545,49.99947,60.01289,5.230035,0,74.2,
0,59.95074,50.00359,60.01804,5.230035,0,74.4,
0,59.93103,50.01382,59.9937,5.222801,0,74.4,
0,60.04338,50.00359,59.99056,5.233652,0,74.4,
0,60.0354,49.98325,60.02452,5.226418,0,74.4,
0,59.97188,50.01395,60.01318,5.222801,0,74.4,
0,59.96684,49.99262,59.96493,5.219184,0,74.3,
0,60.04598,49.98192,59.98509,5.219184,0,74.3,
0,60.02013,50.01725,60.01019,5.230035,0,74.4,
0,59.96597,50.00664,60.01929,5.233652,0,74.4,
0,60.00374,49.99626,59.99727,5.233652,0,74.3,
0,60.00458,50.00291,59.99792,5.248119,0,74.1,
0,59.98185,50.00087,60.01627,5.25897,0,74.2,
0,60.00728,49.9953,60.00419,5.262587,0,74.4,
0,60.04796,49.99829,59.99053,5.262587,0,74.5,
0,60.00098,50.00091,60.02435,5.25897,0,74.4,
0,59.97762,49.99918,59.99112,5.251736,0,74.3,
0,60.01107,50.00061,60.00042,5.273438,0,74.4,
0,60.03397,49.98701,60.03387,5.287905,0,74.4,
0,59.99379,50.00385,59.9949,5.284288,0,74.3,
0,59.96441,49.99247,59.98738,5.291522,0,74.3,
0,60.00983,50.0005,60.0149,5.295139,0,74.4,
0,60.02898,50.00685,60.00655,5.295139,0,74.4,
0,59.97165,49.99402,60.00134,5.291522,0,74.4,
0,59.98568,50.00867,60.00308,5.284288,0,74.4,
0,60.01694,50.01939,59.99774,5.284288,0,74.4,
0,59.99032,49.99214,60.02744,5.295139,0,74.3,
0,60.00227,49.99907,60.00713,5.291522,0,74.5,
0,60.03349,50.01358,59.99116,5.291522,0,74.5,
0,59.97379,49.99387,60.00303,5.287905,0,74.3,
0,59.98931,49.99944,59.97603,5.287905,0,74.4,
0,60.00525,49.99912,59.99975,5.284288,0,74.5,
0,59.99841,49.99069,60.01886,5.284288,0,74.5,
0,59.95728,50.0025,60.01422,5.277054,0,74.5,
0,59.99372,50.00581,59.98122,5.269821,0,74.4,
0,60.05186,49.99514,59.99475,5.273438,0,74.4,
0,59.9774,49.99424,60.01618,5.273438,0,74.5,
0,59.95478,49.98877,59.98612,5.266204,0,74.3,
0,60.01015,50.01393,60.00115,5.25897,0,74.4,
0,60.04116,49.99516,60.00318,5.248119,0,74.6,
0,59.97243,49.98751,59.97224,5.251736,0,74.4,
0,59.9707,50.00095,60.01118,5.248119,0,74.5,
0,60.01918,50.01292,59.96553,5.255353,0,74.3,
0,60.00996,49.99831,59.98679,5.273438,0,74.5,
0,59.97905,49.99673,59.99714,5.273438,0,74.4,
0,59.97682,50.00941,59.98038,5.277054,0,74.4,
0,60.04657,49.96844,60.01023,5.280671,0,74.3,
0,59.98545,50.0097,59.99792,5.295139,0,74.6,
0,59.95481,50.01208,59.99876,5.298756,0,74.2,
0,59.99354,49.99228,60.02348,5.305989,0,74.6,
0,60.02982,49.99384,59.9995,5.295139,0,74.7,
0,59.96927,50.00989,60.02444,5.305989,0,74.2,
0,59.9472,50.00868,59.99959,5.313223,0,74.6,
0,60.00417,49.98652,59.98809,5.313223,0,74.6,
0,60.01561,49.99076,60.01424,5.309607,0,74.4,
0,59.97337,50.00012,60.01616,5.31684,0,74.4,
0,60.01781,49.99113,59.98367,5.313223,0,74.5,
0,60.05263,50.01327,60.00636,5.305989,0,74.4,
0,59.99443,50.00703,59.98253,5.31684,0,74.5,
0,59.94781,49.98035,60.00065,5.327691,0,74.5,
0,59.99088,49.98868,60.02645,5.324074,0,74.5,
0,60.02621,50.00702,59.98923,5.313223,0,74.5,
0,59.94492,49.99843,60.0192,5.31684,0,74.5,
0,59.9651,49.99786,59.98728,5.331308,0,74.6,
0,60.04731,50.00447,59.98126,5.338542,0,74.5,
0,60.02066,50.00239,60.01624,5.342159,0,74.8,
0,59.96033,49.99123,60.0125,5.338542,0,74.7,
0,60.02581,50.00697,60.00511,5.331308,0,74.7,
0,60.03889,50.00637,59.99605,5.338542,0,75.3,
0,59.94093,50.00251,60.00337,5.345776,0,75.5,
0,59.96401,49.99921,59.9795,5.342159,0,75.4,
0,60.0119,50.00502,60.00582,5.353009,0,75.3,
0,60.01005,50.01638,60.01037,5.356626,0,75.5,
0,59.99462,50.01379,59.98682,5.345776,0,75.10001,
0,59.98508,49.9809,59.9947,5.349392,0,75.3,
0,60.0015,50.00948,59.97968,5.353009,0,75.10001,
0,59.9879,49.99759,59.98173,5.367477,0,75.4,
0,59.95074,50.00739,59.99943,5.371094,0,75.3,
0,59.98202,50.0056,59.99787,5.374711,0,75.10001,
0,60.00928,50.01056,60.01894,5.378327,0,75.4,
0,60.01369,50.02224,59.963,5.378327,0,75.5,
0,59.98411,49.97885,59.99085,5.381944,0,75.6,
0,60.00331,49.98825,59.98616,5.378327,0,75.2,
0,60.0084,50.01177,60.00424,5.385561,0,75.3,
0,59.98371,49.9914,59.98109,5.385561,0,75.3,
0,59.97199,50.00573,59.98615,5.381944,0,75.5,
0,60.01507,50.00512,60.00262,5.374711,0,75.6,
0,60.01406,50.01308,59.99861,5.378327,0,75.7,
0,60.00591,50.00339,60.02528,5.378327,0,75.4,
0,59.97359,50.00663,60.02361,5.367477,0,75.6,
0,60.00828,50.00658,59.99266,5.36386,0,75.5,
0,59.97493,50.0256,59.98814,5.356626,0,75.3,
0,59.95295,49.99123,59.9924,5.353009,0,75.6,
0,59.98861,50.0069,59.98614,5.356626,0,75.5,
0,60.0428,50.00454,59.98598,5.360243,0,75.2,
0,59.99346,49.99631,59.99958,5.36386,0,75.6,
0,59.94771,50.01782,60.01156,5.374711,0,75.5,
0,60.04221,49.98153,60.00225,5.381944,0,75.5,
0,60.0648,50.00814,59.98379,5.385561,0,75.6,
0,59.98646,49.99522,59.99253,5.392795,0,75.4,
0,59.98637,49.99779,60.03847,5.392795,0,75.4,
0,60.04023,49.99714,59.99684,5.389178,0,75.5,
0,60.01789,50.00017,59.98534,5.392795,0,75.5,
0,59.96857,50.01884,59.986,5.396412,0,75.6,
0,60.01119,49.98621,60.00688,5.389178,0,75.8,
0,60.04089,50.00534,60.00284,5.389178,0,75.6,
0,60.04682,50.01437,60.00134,5.378327,0,75.4,
0,59.97116,50.01229,59.99989,5.374711,0,75.6,
0,59.98705,49.99126,59.99678,5.374711,0,75.4,
0,60.02908,50.00237,60.01023,5.381944,0,75.4,
0,59.96611,50.01314,59.98083,5.392795,0,75.2,
0,59.9596,49.9956,60.01041,5.381944,0,75.4,
0,60.05192,50.00362,60.02475,5.381944,0,75.3,
0,60.00742,49.98185,59.97622,5.392795,0,75.2,
0,59.9726,49.98444,59.99905,5.403646,0,75.2,
0,59.98468,50.01531,59.99741,5.418113,0,75.2,
0,60.01168,49.99384,59.96741,5.418113,0,75.5,
0,59.98422,49.99062,59.99552,5.418113,0,75.4,
0,59.96351,50.01742,59.9902,5.418113,0,75.5,
0,60.01039,49.99984,60.00874,5.425347,0,75.3,
0,59.99351,49.99448,60.02143,5.436198,0,75.4,
0,59.98853,50.01718,60.01071,5.443432,0,75.4,
0,60.03753,49.99484,60.01504,5.436198,0,75.7,
0,60.02544,49.98687,59.9989,5.428964,0,75.7,
0,59.95323,50.00872,59.97385,5.425347,0,75.6,
0,59.9823,49.99626,60.00896,5.428964,0,75.4,
0,60.04907,50.0038,60.02862,5.439815,0,75.3,
0,60.01299,49.98888,59.99047,5.454282,0,75.5,
0,59.96656,49.99684,59.97734,5.443432,0,75.7,
0,60.02456,50.00504,60.01202,5.443432,0,75.5,
0,60.05482,50.00563,59.98982,5.443432,0,75.5,
0,59.98795,50.0032,59.99,5.447049,0,75.6,
0,59.95714,50.01382,60.0087,5.447049,0,75.5,
0,60.0495,50.01315,60.00293,5.447049,0,75.7,
0,60.04256,50.00372,60.00023,5.450665,0,75.7,
0,60.00392,49.99744,59.98732,5.461516,0,75.7,
0,59.96676,50.00088,59.99158,5.46875,0,75.8,
0,60.04301,49.99932,60.00965,5.46875,0,75.6,
0,60.0025,49.99543,59.99796,5.472367,0,75.4,
0,59.93885,49.99652,59.98704,5.472367,0,75.6,
0,60.02117,50.00927,59.99992,5.475984,0,75.8,
0,60.05409,50.00655,59.98682,5.4796,0,76,
0,59.98111,49.98232,59.9824,5.4796,0,76,
0,59.95754,50.00315,60.01503,5.4796,0,75.9,
0,60.03342,50.00248,60.0185,5.472367,0,75.8,
0,60.04947,50.00072,59.98269,5.4796,0,75.9,
0,59.97165,50.01311,59.99544,5.490451,0,75.9,
0,59.92357,49.99152,60.03315,5.508536,0,75.6,
0,60.04636,50.00451,60.01109,5.508536,0,75.8,
0,60.05203,50.0002,60.00257,5.501302,0,75.8,
0,59.93482,49.99212,60.0231,5.512153,0,76,
0,59.95232,50.00401,60.01005,5.533854,0,75.9,
0,60.08526,49.99689,59.98966,5.541088,0,75.9,
0,60.03292,50.01241,59.98136,5.544705,0,76,
0,59.89676,49.99093,60.01985,5.548322,0,76.2,
0,59.96634,50.0174,60.00576,5.548322,0,76.2,
0,60.069,49.98732,60.008,5.548322,0,76.2,
0,60.00593,50.00089,60.03138,5.559173,0,76.1,
0,59.924,50.00628,60.01218,5.570023,0,76.3,
0,60.02619,50.00432,60.00665,5.570023,0,76.2,
0,60.09114,50.00579,59.99953,5.566406,0,76,
0,59.93919,49.98314,60.01117,5.577257,0,76,
0,59.9331,49.99762,60.00134,5.591724,0,76.3,
0,60.0407,50.00674,59.99444,5.598958,0,76.3,
0,60.04774,49.98101,60.0047,5.602575,0,76.60001,
0,59.91808,49.99179,59.99191,5.595341,0,76.2,
0,60.0096,50.0028,60.00713,5.591724,0,76.2,
0,60.10529,50.00229,59.99451,5.602575,0,76.2,
0,59.98428,49.99418,59.99128,5.613426,0,76.5,
0,59.91233,49.99411,60.04565,5.62066,0,76.4,
0,60.03352,50.01497,59.97559,5.609809,0,76.3,
0,60.11556,50.0198,59.99504,5.609809,0,76.5,
0,59.92837,50.00444,60.01862,5.609809,0,76.2,
0,59.90902,50.00038,59.99021,5.624277,0,76.60001,
0,60.04716,50.01019,59.97779,5.638744,0,76.5,
0,60.0986,49.9887,60.02406,5.642361,0,76.7,
0,59.93735,49.99865,59.98907,5.649595,0,76.60001,
0,59.93296,50.01646,59.97296,5.660446,0,76.5,
0,60.06774,49.99417,60.03158,5.667679,0,76.8,
0,60.02164,50.01592,59.98752,5.674913,0,76.9,
0,59.9176,49.99258,60.02222,5.674913,0,77,
0,59.99723,50.00235,59.9827,5.674913,0,77,
0,60.03275,50.00628,59.9824,5.689381,0,77,
0,59.97647,49.99847,60.01305,5.696614,0,76.9,
0,59.97425,49.9868,59.99342,5.700232,0,77.1,
0,60.0832,50.01097,59.98354,5.707465,0,77.3,
0,60.01402,49.98933,59.9906,5.703848,0,77.3,
0,59.90982,49.99595,59.98565,5.707465,0,77.4,
0,60.04491,50.01737,59.97432,5.721933,0,77.5,
0,60.1135,50.00083,60.00118,5.740017,0,77.4,
0,59.91592,50.00713,59.99494,5.743634,0,77.3,
0,59.87708,50.00835,60.008,5.750868,0,77.6,
0,60.07856,50.00191,60.02251,5.768952,0,77.8,
0,60.1569,50.00887,59.99928,5.776186,0,77.8,
0,59.95822,49.99591,60.00362,5.787037,0,77.5,
0,59.82608,49.99802,59.98376,5.78342,0,77.8,
0,60.00341,49.98964,59.98227,5.78342,0,77.9,
0,60.1605,49.99636,60.00451,5.794271,0,78,
0,60.08192,50.01031,59.98679,5.808738,0,78.1,
0,59.82403,49.99109,60.0075,5.815972,0,78,
0,59.86272,49.99835,60.00204,5.826823,0,78.1,
0,60.04451,50.00965,60.0018,5.84129,0,78.2,
0,60.2187,50.00797,60.02002,5.852141,0,78.6,
0,60.11131,49.98257,60.01894,5.859375,0,78.5,
0,59.79185,50.01259,59.98909,5.862992,0,78.5,
0,59.76781,50.02331,59.98975,5.866609,0,78.4,
0,59.9804,49.96735,60.00055,5.87746,0,78.8,
0,60.17854,49.97968,60.01228,5.88831,0,79.00001,
0,60.28374,50.02999,60.01222,5.895544,0,79.10001,
0,60.0083,49.98727,60.00834,5.895544,0,79.00001,
0,59.63357,49.93892,59.96579,5.88831,0,79.3,
0,59.73754,49.98386,59.98726,5.906394,0,79.4,
0,59.9226,50.02343,60.01304,5.938947,0,79.2,
0,60.11805,50.07266,59.98505,5.967882,0,79.5,
0,60.37134,49.98539,60.00644,5.971499,0,79.9,
0,60.34398,49.8708,59.99948,5.982349,0,79.9,
0,59.74314,49.90342,60.0025,6.004051,0,80,
0,59.40473,49.9305,59.97765,6.018518,0,79.8,
0,59.55667,49.9467,59.98868,6.043837,0,80.4,
0,59.75272,49.98566,60.00972,6.061921,0,80.4,
0,59.96728,50.01311,60.00559,6.094473,0,80.5,
0,60.20694,50.03244,59.98868,6.112558,0,80.2,
0,60.45033,50.07678,60.00462,6.134259,0,80.2,
0,60.72663,50.11919,59.99975,6.148727,0,80.5,
0,60.39488,50.16536,60.00148,6.174045,0,80.5,
0,59.43071,49.96922,60.00106,6.235532,0,81.1,
0,58.94687,49.67603,60.00723,6.278935,0,81.6,
15.00061,59.14528,49.97343,59.98936,6.318721,0,81.9,
15.00061,59.45138,50.11537,60.02021,6.347656,0,82.5,
14.99847,59.7808,50.16602,60.00081,6.394676,0,81.6,
14.99847,60.14932,50.19841,59.9417,6.445313,0,81.1,
15.00061,60.51252,49.76286,60.02762,6.492332,0,81,
0,60.83001,49.62904,60.12808,6.542969,0,83.5,
0,61.0429,50.18891,59.87806,6.597222,0,83.6,
0,60.78731,50.25055,59.77697,6.655093,0,84,
14.99847,59.21909,50.18203,59.93613,6.720196,0,82,
15.00061,58.00568,49.52023,60.08185,6.759983,0,84.3,
0,58.14097,49.83227,60.1869,6.738281,0,92.8,
0,58.39111,50.37547,60.29083,6.792535,0,95.1,
0,58.78114,50.43722,59.72076,6.799768,0,96.10001,
0,59.27641,49.50981,59.44444,6.828704,0,97.3,
0,59.84208,49.56198,60.48646,6.875724,0,98.60001,
0,60.29987,50.67331,60.56073,6.904659,0,100.2,
0,60.72003,50.56829,59.11796,6.893807,0,102.5,
0,61.01421,48.81655,59.95194,6.92636,0,106.4,
45.53802,61.16465,49.22352,60.77887,33.0259,36.24855,118,
25.76721,61.27053,51.2845,59.59258,40.3899,47.61646,110.3,
21.64001,61.30418,50.09229,59.40017,41.44242,49.77937,108,
19.71741,61.30337,48.08218,60.83012,42.25622,50.59317,107.9,
19.85199,61.33073,51.22699,59.88905,41.47497,49.84809,106.9,
19.85199,61.35881,50.80589,58.95035,42.24175,50.01085,105.9,
19.85413,61.37144,48.65602,60.91155,42.2092,50.2134,106.8,
19.85413,61.45166,49.78896,59.94076,42.16218,50.35446,107.3,
19.85413,61.48101,51.31178,58.82164,42.46238,51.1972,105.9,
19.85626,61.51204,49.76664,60.83647,42.14771,50.87891,106.4,
19.85199,61.49448,48.0524,60.07242,41.74986,50.05787,108.6,
19.85413,61.42102,51.42134,58.50513,41.02648,47.7322,111.6,
24.26758,61.35342,50.74443,60.97697,44.67593,53.90263,111.3,
24.26331,61.25992,48.42616,60.17963,44.50232,52.55353,110.8,
24.26331,61.14642,49.91358,58.29156,43.91999,52.69097,110.7,
24.26331,60.99817,51.4521,60.96951,44.25275,53.26244,110.1,
24.26971,60.84903,49.56346,60.28312,44.37572,52.3546,109.4,
24.26758,60.69438,48.39244,58.32701,44.5204,53.30223,108.9,
24.26117,60.56348,51.47958,60.96138,44.12254,52.90437,109,
24.26331,60.43935,50.66637,60.34383,43.5366,51.35995,109,
24.26758,60.37825,48.1562,58.46585,43.82234,51.69994,108.6,
24.26331,60.37675,50.55904,60.86254,43.94893,53.09245,108.2,
17.6474,60.38563,51.18502,60.50923,41.18562,48.7377,103.5,
17.64526,60.47676,49.20488,59.22459,41.48944,49.82639,105.1,
17.64954,60.53267,48.86922,60.67149,41.61965,49.85532,105.2,
17.64313,60.59612,51.30175,60.57429,41.3737,48.54601,103.3,
17.64313,60.68061,50.56886,59.40628,41.12775,49.18258,102.9,
17.64526,60.69856,48.16246,60.01964,41.21817,48.69068,103.8,
17.65381,60.65811,50.64367,60.60729,41.16392,49.03791,104.1,
17.64526,60.5582,51.05214,59.7953,41.08073,48.90046,104.4,
17.64099,60.41528,49.2764,59.18443,41.25434,48.49537,102.7,
17.64099,60.2467,49.32286,60.68747,40.6901,48.75217,101.5,
17.6474,60.09433,51.1989,60.12325,41.64858,49.62746,100.4,
14.33838,59.93034,50.40681,58.68378,40.22352,47.35966,100.1,
14.33624,59.78851,48.29101,60.73441,39.8112,47.07393,99.5,
14.33624,59.64952,50.77314,60.40416,39.76056,47.75391,100.4,
14.34052,59.53568,50.90456,59.10332,40.50926,47.93475,100.3,
14.33624,59.47581,49.20391,60.64676,40.21991,47.10648,101.1,
14.33838,59.48171,49.52605,60.51215,40.24884,47.7322,99.3,
14.33411,59.55072,51.07524,59.40721,39.87268,47.56583,100.9,
14.34052,59.64766,50.05084,60.0831,39.6195,47.34881,99.5,
14.33411,59.80289,48.53307,60.67004,40.3031,47.44647,99.7,
14.33624,59.96501,51.0306,59.91167,39.8763,46.76287,99.7,
12.99683,60.14212,50.64352,59.03902,39.58695,47.42477,98,
12.99469,60.3503,48.83779,60.69755,39.18186,46.77373,98.1,
12.99896,60.54718,49.93734,60.21812,39.64844,47.18967,98,
12.99896,60.74279,51.05264,58.49408,39.09867,46.148,98.1,
12.99683,60.92757,49.81288,60.79784,39.8329,47.20052,98.5,
12.99896,61.11935,48.54372,60.47231,39.86907,46.79181,98.8,
12.99896,61.3035,51.12793,58.94245,39.44951,46.06482,99.8,
14.29565,61.48801,50.71767,60.83629,40.25246,47.86242,102.1,
14.30206,61.63632,48.74744,60.67719,40.24161,47.26924,100.2,
14.29779,61.77029,49.57373,59.11991,40.14395,47.602,102.6,
14.29779,61.81955,51.36346,60.69532,39.30845,46.31076,108,
22.00317,61.84853,49.84449,60.6674,42.80237,50.69083,106.9,
21.99463,61.87226,48.11105,59.27365,41.90538,49.67448,108,
22.00104,61.88448,51.45762,60.45363,42.41537,51.37442,109.3,
21.99677,61.92373,50.7255,60.69361,42.38281,51.20804,109.4,
21.99463,61.94425,48.41349,59.32829,42.29963,50.7921,107.4,
22.00317,61.93845,50.06348,59.99739,42.88195,51.09954,109.2,
22.00531,61.94283,51.4086,60.76883,43.1713,51.25507,109.8,
21.9989,61.9344,49.42743,59.42539,42.62514,50.79934,107.7,
22.00104,61.91434,48.39668,59.79439,42.35388,50.58955,109,
21.9989,61.90534,51.5418,60.77336,42.14048,50.66551,110,
21.99677,61.8847,50.6787,59.58327,42.35749,51.05613,108.2,
21.9989,61.84536,48.14952,59.45393,42.81684,51.53356,107.7,
21.9989,61.79023,50.26871,60.81607,42.21643,50.47743,109.3,
22.00317,61.75391,51.41727,59.7429,43.19662,51.10677,107.9,
21.9989,61.71286,49.3341,59.19507,43.46065,51.70718,108.8,
22.00317,61.6956,48.51281,60.90265,43.17853,51.50101,109.9,
22.00104,61.68546,51.51496,59.87452,43.04832,52.35099,108.6,
21.9989,61.64209,50.6059,59.00144,43.37023,52.55715,107.4,
22.00317,61.63141,47.9756,60.92274,43.31597,52.0544,108.8,
22.00104,61.60028,50.62047,59.901,43.03747,51.44676,109.7,
22.00104,61.5711,51.19258,58.90789,43.09534,51.25507,109,
21.9989,61.55059,49.00421,60.91327,43.07364,51.5842,107.7,
21.9989,61.50301,48.77448,59.96333,43.22193,51.89887,106.9,
21.9989,61.4557,51.48309,58.80934,43.28342,52.13397,107.5,
21.9989,61.40292,50.54723,60.90072,43.20023,52.2678,108.2,
21.99463,61.32575,47.9175,60.01933,43.21832,52.28226,109.2,
21.9989,61.26056,50.78844,58.70564,43.18215,51.91334,108.8,
21.9989,61.18238,51.18907,60.91919,43.11343,51.07784,107,
21.9989,61.11928,49.07153,60.08451,42.83493,50.78487,107,
21.99677,61.05594,48.87072,58.4251,43.00492,51.17911,108.5,
21.9989,60.99371,51.4515,60.96578,43.07726,52.32205,109.2,
22.00104,60.94452,50.4995,60.24543,42.61791,51.67462,109.5,
22.00317,60.89437,47.89452,58.3299,42.03921,50.31105,107.6,
22.00104,60.85568,50.89377,60.91561,42.03197,50.2134,107.4,
21.99677,60.80182,51.06844,60.33318,42.70472,50.97295,108.5,
21.9989,60.73635,49.03926,58.42292,42.34303,50.50998,109.2,
21.9989,60.66376,49.16171,60.94372,42.57451,51.03082,107.5,
22.00317,60.60638,51.38226,60.43282,43.2147,52.15929,106.6,
21.9989,60.52327,50.20144,58.79985,43.0013,52.02908,106.3,
22.00317,60.46117,48.29216,60.89558,43.33044,52.43779,106.5,
22.00104,60.39311,51.04346,60.50224,42.81322,51.05975,107.2,
22.00104,60.32986,50.83271,59.15748,42.55281,50.76678,107.3,
21.99677,60.32948,49.01168,60.58147,43.76085,52.28226,103.8,
17.04285,60.32681,49.54307,60.56843,40.92882,48.78472,103,
17.04926,60.34666,51.1592,59.50511,40.8818,49.33449,102.4,
17.04926,60.3745,50.20215,59.80403,41.33753,49.84809,101.8,
17.04712,60.39975,48.38233,60.6572,41.23626,49.54065,101.4,
17.04712,60.42784,50.93463,59.92764,41.19647,48.95834,101.4,
17.04712,60.46523,50.76463,58.91674,41.4388,49.30194,103,
17.05139,60.52243,49.03885,60.74431,41.72092,50.52445,101.4,
17.04926,60.57526,49.64027,60.24697,41.59795,50.47743,100.7,
17.05139,60.67364,51.08351,58.5733,41.56178,50.14106,102.5,
17.04498,60.76793,49.9309,60.79436,41.34838,49.30194,102,
17.04712,60.84936,48.61927,60.48142,42.22729,50.54615,100.3,
17.04926,60.93827,51.00693,59.20412,41.65582,50.7487,100.5,
17.04926,61.01765,50.5737,60.53379,41.78241,50.9838,102.7,
17.04926,61.14211,48.75822,60.50386,42.2309,51.41782,99.9,
17.04712,61.2846,50.13005,59.73391,42.1658,50.60402,100.2,
15.49835,61.46243,50.957,59.47353,42.25984,51.80484,97.6,
14.72076,61.51987,49.72331,60.44524,41.52922,49.86256,97.8,
14.72717,61.46447,48.9503,60.14466,41.33753,50.42679,98.1,
14.72076,61.28966,50.90498,59.54992,42.06091,51.08507,96.10001,
13.34503,60.99461,50.46391,60.04659,42.8928,52.01461,93.3,
13.34717,60.76688,49.02647,60.26348,44.36126,55.29876,91.9,
11.24298,60.3438,50.11318,60.09316,44.55295,55.46875,86.9,
9.100342,59.64829,50.65592,60.02503,46.27459,58.0476,82.8,
6.299744,59.34444,50.1949,60.03355,39.02995,48.05773,77.9,
2.999268,59.36848,49.21896,60.05927,39.13122,47.4103,76.9,
2.997131,59.44477,49.94619,59.97155,40.27416,48.05049,78,
2.999268,59.62647,50.59758,59.96333,36.33898,44.53487,77.1,
2.997131,59.87349,50.25201,60.04097,35.03689,42.60344,78.3,
