Linespeed,Extrspeed_1,Extrtemp_1,Extrtempbarr_1_1,Extrpressure_1_1,Extrpressure_1_2,Extrtempstock_1,PLCtime
18.6322,5.199615,70.06588,45.21638,18.38469,40.88903,85.6,
13.85303,3.8992,69.9215,43.4783,16.88368,37.74957,86.6,
23.85999,6.759705,69.96162,45.89304,19.55295,44.307,87.3,
23.34857,6.75766,70.11998,45.27635,19.51678,44.40827,87.4,
23.45624,6.759705,69.95634,43.40223,19.52763,44.42094,87.2,
23.68054,6.759705,69.91936,45.85886,19.61444,44.50955,87.3,
23.57587,6.759705,70.04971,45.2431,19.53125,44.48423,87.3,
23.59979,6.759705,70.0199,43.46979,19.56742,44.54752,87.1,
23.67755,6.759705,69.90842,45.86003,19.56018,44.54752,87.1,
23.71643,6.759705,70.02931,45.2075,19.477,44.75007,87,
23.58783,6.759705,70.08034,43.54901,19.50955,44.5855,86.7,
18.36005,5.260956,69.90135,45.74889,18.34491,42.02835,86.9,
23.68951,6.761749,69.98973,45.28229,19.33955,44.34498,87.4,
23.72241,6.761749,70.07541,43.61432,19.3504,44.31966,87.3,
23.77026,6.759705,69.94316,45.84768,19.34317,44.28168,87.4,
23.58783,6.761749,69.94791,45.29958,19.35402,44.43359,87.5,
23.81512,6.890564,70.12535,43.37927,19.74826,44.67412,87.4,
23.76129,6.890564,69.97311,45.86345,19.83507,43.95255,87.4,
23.62372,6.888519,69.89233,45.28096,19.65422,43.28161,87.4,
23.47717,6.888519,70.12273,43.13389,19.62167,44.52221,87.4,
23.90186,6.890564,70.03976,45.82068,19.74826,44.7121,87.4,
23.80914,6.888519,69.89436,45.3142,19.70848,43.91457,87.5,
23.88092,6.888519,70.04269,43.17201,19.76273,43.38288,87.5,
23.70447,6.888519,70.08198,45.84725,19.75911,44.50955,87.5,
23.84204,6.890564,69.89579,45.23143,19.65784,44.63614,87.5,
23.90784,6.888519,69.98048,43.32932,19.60359,43.92723,87.3,
23.62073,6.890564,70.1017,45.85671,19.73018,43.38288,87.4,
23.89886,6.888519,69.93736,45.23402,19.78082,44.49689,87.2,
23.83905,6.890564,69.91666,43.51168,19.66508,44.86401,86.9,
23.4682,6.888519,70.1666,45.75679,19.71571,44.24371,86.8,
23.83008,6.890564,69.98928,45.26299,19.80252,43.63607,86.6,
18.36902,5.29776,69.91453,43.79439,18.54384,41.44604,86.9,
18.21051,5.29776,70.05469,45.48806,18.60532,42.38281,87.2,
23.63867,6.888519,70.06605,45.31565,19.8423,44.62348,87.3,
23.62372,6.892609,69.93231,43.77747,19.8206,45.07921,87.1,
23.78821,6.888519,69.95008,45.70214,19.7772,44.38296,86.9,
23.80316,6.892609,70.11356,45.28696,19.76996,43.66138,87,
23.55493,6.888519,69.96256,43.82655,19.84954,44.50955,86.6,
18.60828,5.301849,69.9062,45.54127,18.54022,41.18019,86.9,
23.72241,6.890564,70.10402,45.25994,19.57827,44.44625,87.2,
23.63867,6.890564,70.04212,43.81248,19.66508,43.76266,87.2,
23.97363,6.888519,69.8968,45.61488,19.7772,43.49682,86.9,
23.86298,6.888519,70.01949,45.27996,19.89294,45.04123,86.8,
25.03235,6.497986,70.08714,43.86794,18.75723,42.47143,86.7,
25.07721,6.497986,69.91771,44.91605,18.78979,43.69936,86.7,
25.32843,6.500031,69.9595,45.30492,18.81149,42.68663,86.7,
25.17889,6.497986,70.09281,43.97088,18.81149,43.73734,86.7,
25.15796,6.500031,70.02144,44.29854,18.96701,42.92715,86.6,
25.10413,6.497986,69.87709,45.33624,18.84042,43.83862,86.7,
24.99347,6.497986,70.04428,43.98188,18.93085,42.95247,86.6,
24.96655,6.497986,70.10034,43.86378,18.94531,43.88925,86.7,
24.90076,6.500031,69.89288,45.36654,18.93085,43.37022,86.3,
25.11908,6.497986,70.01031,44.05429,18.79702,43.86393,86.10001,
25.41516,6.497986,70.10561,43.34367,18.88383,43.50948,85.8,
24.55682,6.497986,69.92834,45.41821,18.87297,43.73734,85.3,
19.87634,4.999237,69.91538,43.99671,17.66493,40.19278,85.4,
19.30811,4.997192,70.0861,42.44987,17.56004,41.15488,85.8,
20.07373,4.999237,70.03513,45.49534,17.37196,40.93967,86.10001,
20.14252,4.999237,69.92389,44.18687,17.42983,39.52185,86.9,
25.98938,6.497986,70.06409,42.54049,18.46788,41.85113,87.7,
24.1142,7.279053,70.07732,45.48585,20.15697,45.04123,87.8,
23.90186,7.279053,69.9369,44.11765,20.08825,44.91464,87.7,
23.9856,7.277008,69.96989,42.88088,20.00506,44.75007,87.6,
23.86896,7.277008,70.099,45.45363,19.98336,44.61082,87.6,
23.8241,7.277008,69.93826,44.03126,20.11357,44.69943,87.7,
24.03644,7.277008,69.94902,42.71389,20.13165,44.72475,87.6,
23.83606,7.277008,70.12021,45.42232,20.0991,44.54752,87.5,
23.77625,7.277008,69.97924,44.05695,20.22208,44.63614,87.3,
23.68951,7.277008,69.88464,42.71613,20.15336,44.5855,87.1,
23.59082,7.277008,70.11182,45.46876,20.40292,45.15517,86.7,
23.38745,7.277008,70.05718,43.96728,20.71759,45.73749,85.7,
22.87305,7.277008,69.82307,42.17272,20.79355,46.02865,84.4,
23.53699,7.277008,70.00559,45.55005,20.91652,46.58565,82.6,
11.18231,3.359406,70.16985,44.60465,17.26345,39.91428,81.8,
11.0896,3.357361,69.98921,41.37971,17.32133,39.50919,82,
11.00885,3.359406,69.83123,45.60641,17.31771,39.5345,82.2,
11.24512,3.357361,70.03487,45.20614,17.27792,39.81301,82.2,
14.6665,4.535095,70.14079,43.52701,18.88383,43.04109,82.10001,
14.70837,4.53714,69.9794,45.18996,19.04659,42.43345,81.8,
14.69043,4.533051,69.85533,45.36391,18.81511,43.06641,81.7,
15.21381,4.533051,70.01892,44.15102,18.31236,42.59802,81.2,
11.37372,3.357361,70.10236,41.07463,16.45327,37.585,80.7,
7.766907,2.238922,70.01421,45.46854,14.13484,33.59737,82.8,
3.591858,1.118439,69.93303,45.42689,9.942853,25.78667,84.60001,
5.434143,1.120483,69.99131,43.6148,9.866899,25.60945,85,
0,0,70.03097,41.4741,0,0.8101852,84.9,
4.88385,1.118439,70.00025,45.70374,9.403935,24.03971,86,
0,-2.044678E-03,69.97669,44.61022,0,1.898871,86.3,
25.41815,7.83725,69.98709,42.24296,20.17867,44.90199,88.50001,
25.6933,7.83725,70.00065,45.89454,20.21846,44.72475,88.50001,
25.49591,7.839294,69.98199,44.44899,20.26548,44.83868,88.4,
25.44507,7.839294,70.02464,42.52741,20.14251,44.35764,88.4,
25.6604,7.841339,69.99908,45.57085,20.22931,44.307,88.3,
25.37927,7.839294,70.00508,44.27882,20.10634,43.9652,88.3,
25.40619,7.839294,69.99679,43.2142,20.14251,44.10445,88.3,
25.16394,7.835205,69.97449,45.45882,20.12804,44.29434,88.3,
25.26563,7.83725,70.00765,44.18595,20.20038,44.86401,88.2,
25.34338,7.83725,69.99164,45.39071,20.19314,45.23112,88.2,
25.43011,7.83725,70.00734,45.39627,20.19314,45.50962,88.10001,
25.33441,7.83725,69.97874,43.43719,20.08825,45.52228,88.2,
25.48993,7.841339,70.02331,45.98123,20.14974,45.62355,88.2,
25.36731,7.839294,69.98401,45.50928,20.02315,45.34505,88.10001,
25.46899,7.839294,70.01357,42.17655,20.16782,45.45898,88.00001,
25.44208,7.835205,69.99944,46.06321,20.11357,45.18048,88.00001,
25.44507,7.835205,69.9886,44.9554,20.13165,44.96528,87.90001,
25.22375,7.83725,70.00973,42.26408,20.23655,44.93996,87.90001,
25.28656,7.839294,69.97198,45.94279,20.19676,44.6488,87.8,
25.63947,7.841339,70.01196,44.4382,20.25101,44.53487,87.7,
25.65143,7.839294,69.98497,42.45189,20.20038,44.23105,87.6,
25.73816,7.839294,70.00804,45.63199,20.17506,44.10445,87.5,
25.49292,7.83725,70.00726,44.33889,20.10634,44.10445,87.4,
25.2746,7.83725,69.97739,43.17327,20.23655,44.72475,87.2,
25.26862,7.835205,70.01997,45.4031,20.25101,45.21846,87.1,
25.16992,7.839294,70.00472,44.10243,20.33058,45.72482,86.9,
25.3045,7.83725,69.99413,44.28808,20.43547,46.14258,86.5,
25.23871,7.841339,70.00141,45.31671,20.3559,46.1679,86,
24.01849,7.277008,69.99363,44.02336,19.86762,44.67412,85.6,
18.52753,5.600372,69.99285,44.24822,18.70298,41.02829,85.6,
24.00653,7.279053,69.99659,45.39098,19.93273,44.93996,86.3,
24.00055,7.279053,70.01578,43.97306,19.62529,44.33232,86.7,
23.87793,7.279053,69.96886,46.13538,19.63614,44.25636,87.4,
25.04132,7.281097,70.01849,45.5006,19.77358,44.38296,88.4,
24.89777,10.39719,69.99732,42.14156,22.05946,47.09201,88.50001,
24.85889,10.39719,69.98298,46.04603,21.87138,46.80085,88.3,
24.7901,10.39923,70.01489,44.69029,22.03414,47.05404,88.2,
24.88281,10.39923,70.01576,44.10885,22.04861,47.07935,87.90001,
24.66748,10.39923,70.00538,45.67358,21.92925,46.99074,87.8,
24.67047,10.40128,69.97459,42.53965,22.01968,47.16797,87.6,
25.0802,10.40128,70.031,46.30441,22.04138,47.40849,87.6,
24.63159,10.40128,69.98393,44.79367,21.95095,47.44647,87.5,
24.70636,10.39923,70.00225,42.44485,21.95095,47.38317,87.5,
24.66748,10.40128,70.01089,45.75067,21.93649,47.38317,87.5,
25.04132,10.40332,69.98973,44.35254,21.79905,47.05404,87.6,
24.63458,10.40332,70.00718,45.6749,21.87138,47.10468,87.6,
24.94562,10.39923,70.00655,45.64753,21.76649,46.99074,87.5,
24.93964,10.39923,70.01743,42.0914,21.70862,47.02872,87.6,
24.58972,10.39923,70.0294,46.24959,21.88585,47.31988,87.5,
24.90674,10.39923,69.9906,44.66734,21.78458,47.30722,87.2,
25.07721,10.39719,70.00439,42.52859,21.80628,47.40849,87.1,
24.49402,10.39719,70.00918,45.67037,21.76288,47.40849,87,
24.76617,10.39719,69.98372,44.31247,21.8533,47.61104,86.8,
24.61963,10.39719,69.98936,45.64545,21.6833,47.45913,86.4,
24.39532,10.39514,70.04132,45.59746,21.5531,47.43381,86,
19.55933,8.000824,69.94275,42.70361,20.71759,45.77546,86.10001,
24.47906,10.39719,69.9808,45.99039,21.67245,47.10468,86.10001,
24.60468,10.39719,70.1142,45.30635,21.88223,47.64902,85,
24.35345,10.39719,69.9257,41.84403,22.09925,48.19336,83.4,
23.92877,7.146149,69.99987,45.81009,20.0123,45.43366,82.2,
23.45923,7.150238,70.10004,45.22654,19.89294,45.8261,82.3,
23.71045,7.148193,69.99113,42.39375,20.0123,44.95262,82.10001,
23.7254,7.150238,69.89191,45.78563,19.95443,44.72475,82,
23.6626,7.148193,70.07931,45.21728,19.97975,45.73749,81.8,
23.65662,7.150238,70.05624,43.42078,20.07379,46.19321,81.8,
23.77325,7.148193,69.87401,45.72901,19.99421,44.85135,81.6,
23.59979,7.150238,70.01839,45.27287,20.21484,45.45898,81.5,
23.51007,7.148193,70.15446,43.62613,20.47164,46.90213,81.2,
23.19305,7.148193,69.88142,42.56646,20.74291,47.69965,80.4,
23.10034,7.148193,69.85046,45.4691,20.8912,46.78819,79.3,
21.38068,6.598175,70.20847,44.55379,20.89844,48.34527,78.3,
21.29395,6.598175,70.08089,42.49826,20.99971,47.49711,75.4,
6.050232,1.817719,69.80878,45.50761,14.40249,35.10381,74.9,
4.530945,1.369934,69.93353,45.35018,13.66826,32.57198,75.6,
10.82642,3.30011,70.17445,43.98991,18.03024,42.53472,75.7,
11.06866,3.298065,70.06059,41.09238,18.16768,41.6739,75.9,
18.32416,4.398102,69.80003,45.57766,19.61444,45.58558,75.8,
13.56891,4.398102,69.97158,45.2501,19.46976,45.71217,75,
14.10425,4.398102,70.21713,43.36289,19.23466,44.87666,74.2,
14.49005,4.400146,70.03425,40.92775,19.54572,46.53501,72.60001,
9.570313,2.750092,69.81638,45.38554,17.85301,42.00304,71.9,
8.042053,1.924042,69.91177,45.29813,16.06626,38.52177,72.5,
5.452087,1.371979,70.18653,44.02803,14.21079,35.14178,73,
5.526855,1.371979,70.10746,41.34525,14.21079,35.29369,72.8,
7.183716,1.374023,69.84751,45.40094,14.21079,34.00246,72.9,
14.39435,3.30011,69.88914,45.32056,18.73192,42.96513,71.8,
14.38837,3.298065,70.16002,44.16604,18.67043,44.00318,74,
0,0,70.11951,42.9108,0,0,74.2,
0,0,69.85258,44.18554,0,0,74.4,
0,0,69.84396,45.20265,0,7.595486E-02,74.5,
0,0,70.14926,45.33605,0,0.2405237,74.6,
0,0,70.10701,44.19061,0,0.4557292,74.7,
0,0,69.86041,42.86292,0,0.7342303,74.8,
0,0,69.91309,43.71854,0,1.101346,74.9,
0,0,70.13837,45.40541,0,1.671007,75,
0,0,70.1032,44.78126,0,2.873626,75.10001,
0,7.998779,69.8542,42.90061,8.857783,37.04065,74.8,
0,8.002869,69.99896,45.50183,0,0,75.10001,
0,7.998779,70.19173,45.29509,0,0,75.2,
0,7.998779,69.99106,44.48786,0,0,75.3,
0,8.000824,69.81635,42.71367,0,0,75.4,
0,0,70.10256,41.25103,0,0,75.8,
0,0,70.13955,45.21185,0,0,75.3,
0,0,69.91519,45.28499,0,0,74,
0,0,69.88356,43.75978,0,0,74.6,
0,0,70.11746,45.01145,0,0,74.9,
0,0,70.09332,45.1624,0,0,75.10001,
0,0,69.85255,45.3317,0,0,75.10001,
0,0,69.93277,44.27071,0,0,74.9,
0,0,70.17361,42.7586,0,0,74.7,
0,0,70.0059,42.30223,0,0,74.7,
0,0,69.84584,45.23034,0,0,74.8,
0,0,70.02113,45.20803,0,0,74.9,
0,0,70.1711,44.42951,0,0,74.7,
0,0,69.91921,45.00986,0,0,75,
0,0,69.8595,45.16665,0,0,74.7,
0,0,70.13261,45.40608,0,0,74.9,
0,0,70.0647,44.21495,0,0,75,
0,0,69.82899,42.83336,0,0,74.9,
0,0,69.96242,42.69142,0,0,74.6,
0,0,70.1829,45.27755,0,0,74.9,
0,0,69.95367,45.29337,0,0,74.8,
0,0,69.84396,44.0151,0,0,75.10001,
0,0,70.09225,45.04859,0,0,74.6,
0,0,70.10231,45.01773,0,0,74.9,
0,0,69.88754,44.98237,0,0,74.7,
0,0,69.92173,44.99269,0,0,74.8,
0,0,70.18524,45.05408,0,0,74.5,
0,0,70.01858,45.22617,0,0,74.6,
0,0,69.83228,45.23257,0,0,74.9,
0,0,70.0446,44.11954,0,0,74.7,
0,0,70.15171,42.13696,0,0,74.4,
0,0,69.89005,45.12608,0,0,74.3,
0,0,69.93346,45.24753,0,0,74.3,
0,0,70.15667,45.20736,0,0,74.6,
0,0,69.99935,42.60373,0,0,75,
0,0,69.81595,45.04428,0,0,74.7,
0,0,70.07832,45.04465,0,0,74.7,
0,0,70.12588,45.0028,0,0,74.6,
0,0,69.86749,44.98682,0,0,74.7,
0,0,69.90327,44.99083,0,0,74.5,
0,0,70.1561,44.98676,0,0,75.10001,
0,0,70.04464,45.06871,0,0,74.9,
0,0,69.84864,45.27975,0,0,74.9,
0,0,70.05416,44.99406,0,0,74.9,
0,0,70.11584,43.29515,0,0,74.7,
0,0,69.98212,41.89096,0,0,75,
0,0,69.85149,45.13902,0,0,75,
0,0,70.10084,45.2463,0,0,74.6,
0,0,70.12693,44.87647,0,0,74.8,
0,0,69.88798,42.66274,0,0,75,
0,0,69.93446,45.04145,0,0,75,
0,0,70.15339,45.01258,0,0,75.10001,
0,0,70.03636,45.0118,0,0,74.6,
0,0,69.83084,45.01108,0,0,74.7,
0,0,70.0677,44.96028,0,0,74.9,
0,0,70.11951,44.98476,0,0,74.8,
0,0,69.90208,45.01628,0,0,74.7,
0,0,69.89186,45.1875,0,0,74.9,
0,0,70.12437,45.40303,0,0,74.3,
0,0,70.04431,44.24565,0,0,74.7,
0,0,69.84666,42.61598,0,0,74.8,
0,0,70.00492,41.55086,0,0,74.8,
0,0,70.1506,45.40279,0,0,74.5,
0,0,69.96096,45.14703,0,0,75,
0,0,69.86748,43.59991,0,0,74.8,
0,0,70.09611,45.02969,0,0,74.3,
0,0,70.11789,45.14708,0,0,74.8,
0,0,69.8685,45.28625,0,0,74.8,
0,0,69.88663,44.4058,0,0,74.9,
0,0,70.15993,42.80287,0,0,75,
0,0,69.9883,42.08041,0,0,74.7,
0,0,69.86832,45.16806,0,0,74.7,
0,0,70.06266,45.25702,0,0,74.7,
0,0,70.13929,44.63773,0,0,74.8,
0,0,69.91723,42.2908,0,0,74.8,
0,0,69.89236,45.10104,0,0,75.10001,
0,0,70.13374,45.23941,0,0,74.7,
0,0,70.06351,45.17642,0,0,74.7,
0,0,69.86581,44.1486,0,0,74.9,
0,0,69.96856,45.04787,0,0,74.9,
0,0,70.14386,45.15316,0,0,74.6,
0,0,69.97512,45.30988,0,0,75,
0,0,69.85861,44.30063,0,0,74.4,
0,0,70.08403,43.20541,0,0,74.4,
0,0,70.10279,44.353,0,0,74.6,
0,0,69.8849,45.19148,0,0,74.7,
0,0,69.87632,45.27189,0,0,74.3,
0,0,70.18315,44.36151,0,0,74.7,
0,0,70.02027,41.4453,0,0,74.7,
0,0,69.84081,45.08685,0,0,74.6,
0,0,70.00681,45.28857,0,0,74.6,
0,0,70.1573,45.05945,0,0,74.7,
0,0,69.94866,44.17081,0,0,74.6,
0,0,69.86126,45.03473,0,0,74.9,
0,0,70.11433,45.03773,0,0,74.9,
0,0,70.08829,45.02006,0,0,74.5,
0,0,69.88671,45.00385,0,0,74.5,
0,0,69.93257,44.96442,0,0,74.7,
0,0,70.16008,44.97147,0,0,74.8,
0,0,69.99131,44.99131,0,0,74.8,
0,0,69.83578,45.06734,0,0,74.9,
0,0,70.05412,45.298,0,0,74.7,
0,0,70.13382,45.07004,0,0,74.8,
0,0,69.92766,43.95292,0,0,74.9,
0,0,69.9015,42.38258,0,0,74.9,
0,0,70.08606,45.10102,0,0,75,
0,0,70.07053,45.2214,0,0,74.6,
0,0,69.87939,45.19904,0,0,74.7,
0,0,69.94597,44.13935,0,0,74.7,
0,0,70.13738,45.02412,0,0,74.6,
0,0,70.00221,45.1119,0,0,74.8,
9.175537,0,69.8473,45.24503,0,0,74.8,
9.166565,0,70.02209,44.81509,0,0,74.7,
9.136658,0,70.16838,43.66298,0,0,74.7,
15.71625,0,69.92403,40.79192,0,0,74.8,
15.62952,0,69.87348,45.13341,0,0,74.7,
15.60858,0,70.13265,45.30476,0,0,74.8,
7.342224,0,70.09861,44.99834,0,0,74.8,
7.013245,0,69.86523,43.66125,0,0,74.9,
7.043152,0,69.94055,45.04538,0,0,74.8,
7.001282,0,70.15172,45.03627,0,0,74.7,
6.926514,0,70.04011,45.02483,0,0,74.9,
5.697327,0,69.83157,45.00562,0,0,74.9,
6.184814,0,70.03496,44.9789,0,0,74.7,
4.124207,0,70.1423,44.98997,0,0,74.3,
4.043457,0,69.9326,45.00274,0,0,74.1,
4.133179,0,69.85843,45.07489,0,0,74.2,
4.049438,0,70.1181,45.30313,0,0,74.3,
4.088318,0,70.11267,45.07779,0,0,74.7,
4.109253,0,69.87234,43.77094,0,0,74.6,
4.010559,0,69.94631,41.15705,0,0,74.6,
4.085327,0,70.15796,45.1229,0,0,74.6,
4.058411,0,70.01132,45.32033,0,0,74.8,
4.088318,0,69.85299,45.01271,0,0,74.8,
4.079346,0,70.03769,43.81499,0,0,74.6,
4.05542,0,70.14046,45.03018,0,0,74.7,
4.058411,0,69.89848,45.12843,0,0,74.7,
4.094299,0,69.86624,45.29984,0,0,74.5,
4.034485,0,70.1616,44.41666,0,0,74.6,
4.05542,0,70.03814,42.91835,0,0,74.5,
4.148132,0,69.87226,42.42645,0,0,74.5,
4.037476,0,69.99109,45.16132,0,0,74.7,
4.052429,0,70.17613,45.25307,0,0,74.6,
4.106262,0,69.97395,44.55135,0,0,74.4,
4.073364,0,69.86927,42.4646,0,0,74.6,
4.118225,0,70.06853,45.05605,0,0,74.3,
4.070374,0,70.11737,45.26582,0,0,74.6,
4.028503,0,69.93275,45.2323,0,0,74.7,
4.079346,0,69.87933,43.99624,0,0,74.4,
4.061401,0,70.12621,42.93007,0,0,74.3,
4.052429,0,70.07878,44.8851,0,0,74.4,
4.109253,0,69.86359,45.21103,0,0,74.2,
4.043457,0,69.92868,45.13001,0,0,74.5,
4.073364,0,70.18256,44.33323,0,0,74.5,
4.05542,0,69.97751,45.02438,0,0,74.8,
4.082336,0,69.86366,45.02997,0,0,74,
4.019531,0,70.01447,45.01051,0,0,74.1,
4.109253,0,70.14896,45.00681,0,0,74.1,
4.103271,0,69.91619,45.00365,0,0,74,
4.088318,0,69.86655,44.9905,0,0,74.4,
4.127197,0,70.11559,45.0662,0,0,74.7,
4.031494,0,70.09455,45.25609,0,0,74.5,
3.992615,0,69.87183,45.21453,0,0,74.1,
4.127197,0,69.95724,43.88978,0,0,74.5,
4.010559,0,70.15826,41.16244,0,0,74.8,
4.070374,0,70.0156,45.10019,0,0,74.8,
4.142151,0,69.8453,45.27474,0,0,74.7,
4.01355,0,70.05467,45.06781,0,0,74.7,
4.040466,0,70.14275,43.30383,0,0,74.8,
4.151123,0,69.91054,45.04221,0,0,74.8,
4.022522,0,69.88733,45.03881,0,0,74.7,
4.085327,0,70.14974,45.01992,0,0,74.6,
4.136169,0,70.06711,44.99488,0,0,74.6,
4.010559,0,69.84955,44.99847,0,0,74.8,
4.019531,0,69.9588,45.01295,0,0,74.7,
4.109253,0,70.17139,45.09573,0,0,74.7,
4.076355,0,69.9812,45.25047,0,0,74.8,
4.148132,0,69.84962,44.67355,0,0,74.8,
4.091309,0,70.07338,43.15927,0,0,74.7,
4.073364,0,70.12289,42.81511,0,0,74.7,
4.118225,0,69.88444,45.06773,0,0,74.7,
4.037476,0,69.86782,45.06129,0,0,74.8,
4.109253,0,70.18034,45.05407,0,0,74.6,
4.079346,0,70.03888,45.098,0,0,74.7,
4.034485,0,69.86003,45.00847,0,0,74.6,
4.133179,0,69.98058,44.67861,0,0,74.5,
4.145142,0,70.18067,45.00431,0,0,74.6,
4.070374,0,69.98215,45.11536,0,0,74.7,
4.091309,0,69.82423,45.298,0,0,74.5,
4.109253,0,70.09257,44.85509,0,0,74.7,
4.124207,0,70.10512,43.74098,0,0,74.6,
4.073364,0,69.89867,42.00423,0,0,74.7,
4.13916,0,69.88345,45.24953,0,0,74.7,
4.088318,0,70.14714,45.37206,0,0,74.7,
4.085327,0,70.06396,44.60783,0,0,74.6,
4.148132,0,69.82702,44.82281,0,0,74.6,
4.088318,0,69.98441,45.03684,0,0,74.7,
4.115234,0,70.16479,45.00029,0,0,74.6,
4.133179,0,69.96194,45.00014,0,0,74.7,
4.058411,0,69.8308,44.9907,0,0,74.6,
4.172058,0,70.10253,44.97471,0,0,74.7,
4.088318,0,70.08907,44.97516,0,0,74.6,
4.064392,0,69.87914,45.05731,0,0,74.6,
4.13916,0,69.91312,45.16436,0,0,74.7,
4.094299,0,70.15343,45.27526,0,0,74.7,
4.109253,0,70.01978,44.33348,0,0,74.7,
4.106262,0,69.81978,41.57755,0,0,74.6,
4.073364,0,70.05618,45.06453,0,0,74.7,
4.192993,0,70.14708,45.27215,0,0,74.7,
4.088318,0,69.90616,45.08637,0,0,74.9,
4.082336,0,69.83881,43.9712,0,0,74.7,
4.145142,0,70.12178,44.09267,0,0,74.7,
4.112244,0,70.08582,45.06147,0,0,74.6,
4.073364,0,69.85914,45.04914,0,0,74.6,
4.163086,0,69.93092,45.02523,0,0,74.6,
4.118225,0,70.17278,45.00718,0,0,74.7,
4.124207,0,70.00992,44.99942,0,0,74.6,
4.070374,0,69.81467,44.96412,0,0,74.6,
4.169067,0,70.07529,44.97598,0,0,74.7,
4.133179,0,70.13382,44.965,0,0,74.6,
4.09729,0,69.91574,44.97314,0,0,74.7,
4.121216,0,69.87244,45.02171,0,0,74.7,
4.064392,0,70.12009,45.21857,0,0,74.5,
4.127197,0,70.06126,45.23983,0,0,74.7,
4.142151,0,69.87122,44.17891,0,0,74.7,
4.091309,0,69.94254,41.11438,0,0,74.6,
4.163086,0,70.16134,45.06868,0,0,74.6,
4.112244,0,70.02905,45.02685,0,0,74.5,
4.17804,0,69.83827,45.01909,0,0,74.7,
4.091309,0,70.00813,45.02301,0,0,74.6,
7.147827,0,70.12787,45.00243,0,0,74.6,
7.135864,0,70.02092,44.98187,0,0,74.7,
7.138855,0,69.81629,44.97341,0,0,74.7,
7.162781,0,70.11343,44.99111,0,0,74.6,
7.153809,0,70.10651,44.98219,0,0,74.6,
7.141846,0,69.88097,45.06892,0,0,74.6,
7.123901,0,69.90025,45.25629,0,0,74.6,
7.150818,0,70.15458,45.12348,0,0,74.6,
7.189697,0,70.03897,43.62822,0,0,74.5,
7.141846,0,69.82669,41.60376,0,0,74.6,
7.174744,0,70.01793,45.08033,0,0,74.6,
7.168762,0,70.14651,45.04498,0,0,74.6,
7.204651,0,69.96098,45.0272,0,0,74.5,
7.15979,0,69.83588,45.03355,0,0,74.5,
7.222595,0,70.13204,45.01295,0,0,74.6,
7.144836,0,70.09986,45.00556,0,0,74.6,
7.165771,0,69.85255,44.99079,0,0,74.6,
7.168762,0,69.96642,44.96837,0,0,74.7,
7.195679,0,70.18019,44.95354,0,0,74.6,
7.153809,0,69.99944,44.96906,0,0,74.6,
7.126892,0,69.82433,44.97214,0,0,74.5,
7.073059,0,70.05978,44.99776,0,0,74.5,
7.207642,0,70.13863,45.11251,0,0,74.6,
7.11792,0,69.9228,45.25466,0,0,74.5,
7.082031,0,69.85365,44.33669,0,0,74.6,
7.168762,0,70.16176,43.28815,0,0,74.6,
7.186707,0,70.07573,44.97001,0,0,74.6,
7.088013,0,69.86314,45.04631,0,0,74.5,
7.156799,0,69.94572,45.02956,0,0,74.5,
7.126892,0,70.15191,45.0523,0,0,74.5,
7.168762,0,70.0293,45.01911,0,0,74.6,
4.079346,0,69.8003,45.02241,0,0,74.5,
4.100281,0,70.07794,45.02155,0,0,74.4,
4.112244,0,70.11364,45.02834,0,0,74.4,
4.05542,0,69.89529,44.94827,0,0,74.4,
4.085327,0,69.86865,44.93131,0,0,74.5,
4.064392,0,70.12701,44.95352,0,0,74.5,
4.061401,0,70.08728,44.96986,0,0,74.4,
4.118225,0,69.84249,45.05194,0,0,74.5,
4.082336,0,69.94528,45.30612,0,0,74.6,
6.151917,0,70.18504,44.9514,0,0,74.6,
6.139954,0,69.99557,43.86162,0,0,74.4,
6.116028,0,69.82266,42.38151,0,0,74.4,
6.116028,0,70.03516,45.10273,0,0,74.3,
6.139954,0,70.15127,45.35231,0,0,74.1,
6.098083,0,69.93411,45.03967,0,0,74.4,
6.148926,0,69.84881,43.77135,0,0,74.4,
6.116028,0,70.13823,44.55248,0,0,74.3,
6.125,0,70.08289,45.05456,0,0,74.4,
6.133972,0,69.86922,45.03625,0,0,74.4,
6.136963,0,69.95226,45.0327,0,0,74.3,
6.113037,0,70.15761,45.02644,0,0,74.4,
6.127991,0,70.03496,45.01786,0,0,74.3,
6.160889,0,69.80858,45.01455,0,0,74.3,
6.172852,0,70.01068,45.02076,0,0,74.1,
6.125,0,70.19039,45.02665,0,0,74.1,
6.122009,0,69.9491,45.01146,0,0,74.4,
6.077148,0,69.84406,44.92699,0,0,74.4,
6.089111,0,70.08594,44.92947,0,0,74.1,
6.151917,0,70.13293,44.95102,0,0,74.3,
6.145935,0,69.88457,45.001,0,0,74.1,
6.116028,0,69.9125,45.19498,0,0,74.1,
6.151917,0,70.14778,45.22915,0,0,74,
6.092102,0,70.03149,44.34145,0,0,74.3,
6.119019,0,69.86897,42.04809,0,0,74.5,
6.101074,0,69.98732,45.09197,0,0,74.5,
6.107056,0,70.18807,45.33424,0,0,74.4,
6.107056,0,69.90791,45.01565,0,0,74.4,
6.092102,0,69.87922,43.95707,0,0,74.5,
6.157898,0,70.15379,44.59941,0,0,74.4,
